customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
546,33,Male,Coat,Outerwear,32,Alabama,L,Magenta,Summer,3.5,Yes,"2-Day Shipping",Yes,48,"Debit Card",Annually,Adult,365
547,62,Male,Hoodie,Clothing,74,"New Mexico",M,Brown,Winter,3.4,Yes,"Free Shipping",Yes,45,Venmo,Bi-Weekly,Senior,14
548,38,Male,Jacket,Outerwear,50,Nevada,M,Blue,Winter,2.8,Yes,"Free Shipping",Yes,26,Venmo,Weekly,Adult,NULL
549,36,Male,Backpack,Accessories,64,Nebraska,M,Black,Winter,4.6,Yes,"Store Pickup",Yes,41,"Debit Card","Every 3 Months",Adult,90
550,31,Male,Backpack,Accessories,29,Arizona,S,Olive,Fall,3.6,Yes,Express,Yes,37,Venmo,Bi-Weekly,"Young Adult",14
551,62,Male,Belt,Accessories,62,Georgia,M,Olive,Summer,3.3,Yes,"Store Pickup",Yes,12,PayPal,Weekly,Senior,NULL
552,29,Male,Coat,Outerwear,78,Idaho,XL,Green,Fall,3.1,Yes,"2-Day Shipping",Yes,27,Cash,Bi-Weekly,"Young Adult",14
553,24,Male,T-shirt,Clothing,94,Missouri,M,Peach,Fall,3.5,Yes,Express,Yes,18,"Bank Transfer",Weekly,"Young Adult",NULL
554,63,Male,Sunglasses,Accessories,59,Florida,M,White,Winter,3.2,Yes,Express,Yes,15,"Credit Card",Quarterly,Senior,90
555,56,Male,Sneakers,Footwear,47,Minnesota,M,Red,Summer,3,Yes,Express,Yes,34,"Bank Transfer",Weekly,"Middle Aged",NULL
556,63,Male,Gloves,Accessories,57,Maine,M,White,Fall,4.8,Yes,Express,Yes,37,Venmo,Annually,Senior,365
557,40,Male,Coat,Outerwear,90,Montana,L,Indigo,Winter,5,Yes,"Store Pickup",Yes,21,Cash,Fortnightly,Adult,14
558,18,Male,Shirt,Clothing,60,Alaska,M,White,Spring,2.9,Yes,"Free Shipping",Yes,31,"Debit Card",Weekly,"Young Adult",NULL
559,50,Male,Sneakers,Footwear,77,Iowa,L,Teal,Fall,3.2,Yes,Express,Yes,43,"Debit Card","Every 3 Months","Middle Aged",90
560,66,Male,Scarf,Accessories,41,Arizona,M,Indigo,Fall,2.9,Yes,"Store Pickup",Yes,22,"Bank Transfer",Monthly,Senior,30
561,25,Male,Jewelry,Accessories,48,Louisiana,L,Red,Fall,3.8,Yes,"Free Shipping",Yes,12,"Debit Card",Annually,"Young Adult",365
562,65,Male,Jacket,Outerwear,65,Alabama,M,Blue,Fall,2.6,Yes,"Next Day Air",Yes,25,PayPal,Fortnightly,Senior,14
563,53,Male,Jeans,Clothing,62,Missouri,M,Blue,Summer,3.5,Yes,Standard,Yes,40,"Debit Card",Annually,"Middle Aged",365
564,61,Male,Shoes,Footwear,99,Idaho,M,Black,Fall,4.4,Yes,Standard,Yes,16,"Debit Card",Quarterly,Senior,90
565,67,Male,Hoodie,Clothing,58,Florida,M,Olive,Winter,3.4,Yes,"Next Day Air",Yes,30,"Bank Transfer",Weekly,Senior,NULL
566,59,Male,Backpack,Accessories,43,Idaho,L,Lavender,Fall,4.2,Yes,"Store Pickup",Yes,10,Venmo,Weekly,Senior,NULL
567,55,Male,Sneakers,Footwear,93,Alabama,M,Indigo,Spring,3.6,Yes,"Store Pickup",Yes,1,"Debit Card",Fortnightly,"Middle Aged",14
568,21,Male,Blouse,Clothing,50,"New Hampshire",S,Red,Winter,3,Yes,"Next Day Air",Yes,24,Venmo,Fortnightly,"Young Adult",14
569,44,Male,Pants,Clothing,88,Utah,L,Red,Summer,4,Yes,"Free Shipping",Yes,36,PayPal,Monthly,Adult,30
570,65,Male,Skirt,Clothing,33,Alabama,M,Pink,Fall,4.4,Yes,Express,Yes,46,"Credit Card","Every 3 Months",Senior,90
571,65,Male,T-shirt,Clothing,99,Iowa,XL,Purple,Fall,4.1,Yes,Standard,Yes,20,Cash,Annually,Senior,365
572,54,Male,Jacket,Outerwear,76,Kentucky,XL,Cyan,Spring,3.6,Yes,"Free Shipping",Yes,37,Venmo,Weekly,"Middle Aged",NULL
573,56,Male,Scarf,Accessories,97,"South Carolina",XL,Cyan,Summer,4.6,Yes,"Next Day Air",Yes,26,"Bank Transfer",Annually,"Middle Aged",365
574,58,Male,Pants,Clothing,68,California,M,Charcoal,Summer,3.2,Yes,"2-Day Shipping",Yes,23,"Credit Card",Bi-Weekly,Senior,14
575,54,Male,Sneakers,Footwear,79,Maine,L,Red,Fall,4.8,Yes,"Free Shipping",Yes,20,"Bank Transfer",Bi-Weekly,"Middle Aged",14
576,58,Male,Jeans,Clothing,86,Nebraska,M,Peach,Fall,4.8,Yes,Express,Yes,38,PayPal,Monthly,Senior,30
577,48,Male,Hat,Accessories,68,Washington,M,Black,Winter,5,Yes,"2-Day Shipping",Yes,5,"Credit Card","Every 3 Months","Middle Aged",90
578,19,Male,Skirt,Clothing,52,Alabama,M,Black,Fall,3.7,Yes,"Store Pickup",Yes,41,Venmo,Annually,"Young Adult",365
579,69,Male,Sandals,Footwear,90,Maine,M,Purple,Fall,4.6,Yes,"Next Day Air",Yes,22,"Credit Card",Fortnightly,Senior,14
580,58,Male,Sandals,Footwear,41,California,M,Violet,Winter,3.7,Yes,"Free Shipping",Yes,48,"Credit Card",Annually,Senior,365
581,49,Male,Sweater,Clothing,80,Iowa,M,Orange,Spring,4.1,Yes,"Free Shipping",Yes,10,PayPal,Weekly,"Middle Aged",NULL
582,32,Male,Sweater,Clothing,100,Iowa,XL,Charcoal,Winter,2.7,Yes,"Store Pickup",Yes,12,"Bank Transfer","Every 3 Months",Adult,90
583,40,Male,Jacket,Outerwear,77,Colorado,L,Turquoise,Spring,4.9,Yes,"Store Pickup",Yes,2,"Bank Transfer",Quarterly,Adult,90
584,25,Male,Shorts,Clothing,78,California,L,Yellow,Spring,4,Yes,"Store Pickup",Yes,38,PayPal,Monthly,"Young Adult",30
585,70,Male,Socks,Clothing,94,Indiana,M,White,Spring,4.7,Yes,"Free Shipping",Yes,20,"Debit Card",Monthly,Senior,30
586,69,Male,Socks,Clothing,23,"South Carolina",M,Gray,Fall,2.8,Yes,"Next Day Air",Yes,5,Cash,"Every 3 Months",Senior,90
587,45,Male,Hoodie,Clothing,20,Wisconsin,S,Blue,Winter,4.9,Yes,"2-Day Shipping",Yes,9,Venmo,Annually,"Middle Aged",365
588,29,Male,Socks,Clothing,86,Washington,S,Maroon,Fall,4.2,Yes,Express,Yes,48,"Debit Card","Every 3 Months","Young Adult",90
589,47,Male,Boots,Footwear,60,"South Dakota",M,Violet,Fall,3,Yes,Standard,Yes,9,"Debit Card",Quarterly,"Middle Aged",90
590,28,Male,Shirt,Clothing,70,Minnesota,M,Orange,Fall,3.4,Yes,"2-Day Shipping",Yes,40,PayPal,Annually,"Young Adult",365
591,64,Male,Belt,Accessories,39,Alaska,S,Turquoise,Fall,4.6,Yes,Standard,Yes,30,Venmo,Fortnightly,Senior,14
592,47,Male,Backpack,Accessories,37,Kentucky,L,Olive,Fall,4.2,Yes,"Store Pickup",Yes,6,"Debit Card",Bi-Weekly,"Middle Aged",14
593,60,Male,Boots,Footwear,29,"North Dakota",M,Brown,Fall,3.2,Yes,"Free Shipping",Yes,42,Venmo,"Every 3 Months",Senior,90
594,67,Male,Coat,Outerwear,35,Alaska,S,Green,Winter,4.4,Yes,"Store Pickup",Yes,9,PayPal,"Every 3 Months",Senior,90
595,35,Male,Hoodie,Clothing,83,Oklahoma,S,Brown,Winter,2.5,Yes,"Next Day Air",Yes,6,"Debit Card",Monthly,Adult,30
596,30,Male,Shoes,Footwear,77,Delaware,M,Silver,Summer,3.6,Yes,"Next Day Air",Yes,47,PayPal,Quarterly,"Young Adult",90
597,23,Male,Shoes,Footwear,37,Montana,XL,White,Summer,4.5,Yes,"Store Pickup",Yes,36,Venmo,Annually,"Young Adult",365
598,70,Male,Jewelry,Accessories,69,Alaska,L,Gold,Summer,3.4,Yes,Standard,Yes,19,"Bank Transfer",Fortnightly,Senior,14
599,21,Male,Dress,Clothing,66,California,L,Green,Winter,3.2,Yes,"2-Day Shipping",Yes,30,Cash,"Every 3 Months","Young Adult",90
600,51,Male,Boots,Footwear,26,Massachusetts,L,Teal,Spring,4.2,Yes,Standard,Yes,27,"Debit Card","Every 3 Months","Middle Aged",90
601,22,Male,Hat,Accessories,63,"South Carolina",M,Charcoal,Spring,5,Yes,"2-Day Shipping",Yes,25,Venmo,Monthly,"Young Adult",30
602,32,Male,Backpack,Accessories,38,"West Virginia",M,Maroon,Summer,4.7,Yes,"Store Pickup",Yes,5,Cash,Fortnightly,Adult,14
603,37,Male,Shoes,Footwear,58,Oregon,L,Lavender,Summer,4.2,Yes,"Next Day Air",Yes,10,Cash,"Every 3 Months",Adult,90
604,31,Male,Handbag,Accessories,46,Massachusetts,L,Green,Winter,3.4,Yes,"2-Day Shipping",Yes,26,PayPal,"Every 3 Months","Young Adult",90
605,44,Male,Sunglasses,Accessories,92,"West Virginia",S,Pink,Fall,4.4,Yes,"Store Pickup",Yes,11,"Credit Card","Every 3 Months",Adult,90
606,40,Male,Hat,Accessories,32,California,XL,Charcoal,Winter,4.2,Yes,Standard,Yes,17,"Bank Transfer",Weekly,Adult,NULL
607,27,Male,Scarf,Accessories,90,Colorado,M,Blue,Spring,4.5,Yes,Standard,Yes,44,PayPal,Monthly,"Young Adult",30
608,47,Male,Hoodie,Clothing,23,Indiana,L,Purple,Fall,2.8,Yes,"Next Day Air",Yes,44,Cash,Monthly,"Middle Aged",30
609,41,Male,Backpack,Accessories,25,Delaware,S,Gold,Fall,3.3,Yes,"Next Day Air",Yes,21,Venmo,"Every 3 Months",Adult,90
610,51,Male,Sweater,Clothing,54,Ohio,L,Purple,Fall,4.6,Yes,"Next Day Air",Yes,49,"Credit Card",Fortnightly,"Middle Aged",14
611,53,Male,Shorts,Clothing,72,Oklahoma,M,Charcoal,Summer,2.5,Yes,"Free Shipping",Yes,27,"Bank Transfer","Every 3 Months","Middle Aged",90
612,43,Male,Scarf,Accessories,33,California,M,Black,Winter,4.7,Yes,"Store Pickup",Yes,19,Cash,Monthly,Adult,30
613,67,Male,Hat,Accessories,43,"New Hampshire",L,Lavender,Fall,4.6,Yes,Express,Yes,33,"Credit Card",Quarterly,Senior,90
614,61,Male,Coat,Outerwear,51,Pennsylvania,L,Lavender,Fall,2.6,Yes,Standard,Yes,46,Cash,Bi-Weekly,Senior,14
615,68,Male,Jewelry,Accessories,85,Idaho,M,Lavender,Winter,4,Yes,Standard,Yes,21,"Credit Card",Bi-Weekly,Senior,14
616,67,Male,Sandals,Footwear,100,Maryland,L,Olive,Summer,2.6,Yes,"Next Day Air",Yes,23,Venmo,Annually,Senior,365
617,29,Male,Gloves,Accessories,72,Pennsylvania,L,Teal,Spring,4.6,Yes,"Free Shipping",Yes,38,"Credit Card","Every 3 Months","Young Adult",90
618,50,Male,Backpack,Accessories,57,Colorado,M,Maroon,Fall,2.6,Yes,Standard,Yes,2,"Bank Transfer",Quarterly,"Middle Aged",90
619,61,Male,Jacket,Outerwear,94,Indiana,L,Cyan,Spring,4,Yes,Express,Yes,21,"Debit Card",Bi-Weekly,Senior,14
620,19,Male,Backpack,Accessories,34,Nebraska,M,Charcoal,Summer,4.6,Yes,"Store Pickup",Yes,1,"Debit Card","Every 3 Months","Young Adult",90
621,33,Male,Backpack,Accessories,89,"Rhode Island",M,Black,Fall,3.7,Yes,"2-Day Shipping",Yes,10,Venmo,"Every 3 Months",Adult,90
622,51,Male,Sunglasses,Accessories,27,Kansas,S,Red,Fall,4.4,Yes,"Store Pickup",Yes,45,"Credit Card",Weekly,"Middle Aged",NULL
623,69,Male,Socks,Clothing,63,Georgia,S,Peach,Spring,4,Yes,"Next Day Air",Yes,44,"Bank Transfer",Fortnightly,Senior,14
624,19,Male,Shoes,Footwear,70,Nevada,M,White,Fall,4.7,Yes,Standard,Yes,48,PayPal,Bi-Weekly,"Young Adult",14
625,55,Male,Pants,Clothing,87,"South Carolina",XL,Pink,Fall,3.4,Yes,Express,Yes,21,PayPal,Annually,"Middle Aged",365
626,49,Male,Jewelry,Accessories,79,Delaware,M,Red,Fall,4,Yes,"Next Day Air",Yes,1,Venmo,Weekly,"Middle Aged",NULL
627,31,Male,Sunglasses,Accessories,79,"New Hampshire",M,Indigo,Spring,3.9,Yes,Standard,Yes,10,Venmo,Annually,"Young Adult",365
628,42,Male,Sandals,Footwear,44,Oregon,L,Black,Winter,4.1,Yes,Express,Yes,24,PayPal,Monthly,Adult,30
629,69,Male,Sweater,Clothing,85,Massachusetts,M,White,Fall,3.7,Yes,"2-Day Shipping",Yes,29,"Credit Card",Monthly,Senior,30
630,26,Male,Shoes,Footwear,90,Vermont,L,Beige,Spring,4.7,Yes,Standard,Yes,11,"Debit Card",Annually,"Young Adult",365
631,41,Male,Jewelry,Accessories,94,Mississippi,S,Silver,Fall,4.3,Yes,"2-Day Shipping",Yes,33,"Debit Card",Annually,Adult,365
632,55,Male,Boots,Footwear,68,Washington,S,Violet,Summer,4.1,Yes,"Store Pickup",Yes,27,Cash,Fortnightly,"Middle Aged",14
633,35,Male,Backpack,Accessories,51,Wyoming,M,Red,Winter,3.9,Yes,"Next Day Air",Yes,19,Venmo,Fortnightly,Adult,14
634,66,Male,Sandals,Footwear,33,Minnesota,M,Orange,Spring,2.9,Yes,Express,Yes,50,"Debit Card",Quarterly,Senior,90
635,36,Male,Sneakers,Footwear,60,Ohio,M,Teal,Summer,3.9,Yes,Standard,Yes,46,PayPal,Weekly,Adult,NULL
636,27,Male,Hoodie,Clothing,59,"South Carolina",M,Brown,Fall,4.3,Yes,"2-Day Shipping",Yes,28,Cash,Quarterly,"Young Adult",90
637,41,Male,Handbag,Accessories,30,Wisconsin,M,Indigo,Summer,2.8,Yes,"Store Pickup",Yes,14,"Bank Transfer","Every 3 Months",Adult,90
638,21,Male,Sweater,Clothing,20,Tennessee,M,Cyan,Winter,3.4,Yes,"2-Day Shipping",Yes,46,Cash,Fortnightly,"Young Adult",14
639,53,Male,Sandals,Footwear,20,Maryland,S,Blue,Summer,2.7,Yes,Express,Yes,41,PayPal,Monthly,"Middle Aged",30
640,54,Male,Dress,Clothing,24,Mississippi,L,Olive,Spring,4,Yes,"2-Day Shipping",Yes,50,"Credit Card",Annually,"Middle Aged",365
641,53,Male,Skirt,Clothing,88,Minnesota,M,Gray,Summer,4.4,Yes,"Store Pickup",Yes,28,"Debit Card",Fortnightly,"Middle Aged",14
642,47,Male,Blouse,Clothing,78,Alaska,M,Red,Winter,3.9,Yes,"2-Day Shipping",Yes,23,"Credit Card","Every 3 Months","Middle Aged",90
643,64,Male,Skirt,Clothing,25,Arkansas,L,Red,Spring,2.8,Yes,"2-Day Shipping",Yes,14,"Debit Card",Bi-Weekly,Senior,14
644,18,Male,Sweater,Clothing,57,Oregon,XL,Green,Winter,3.2,Yes,"Next Day Air",Yes,10,"Bank Transfer","Every 3 Months","Young Adult",90
645,68,Male,Backpack,Accessories,93,Louisiana,S,Blue,Summer,4.3,Yes,"Next Day Air",Yes,37,Cash,Weekly,Senior,NULL
646,62,Male,Hoodie,Clothing,42,Oklahoma,S,Purple,Summer,4.2,Yes,Express,Yes,15,Venmo,Bi-Weekly,Senior,14
647,51,Male,Boots,Footwear,54,Indiana,XL,Pink,Spring,4.9,Yes,Standard,Yes,19,Venmo,Bi-Weekly,"Middle Aged",14
648,54,Male,Blouse,Clothing,70,Mississippi,XL,Charcoal,Summer,3.7,Yes,Express,Yes,23,"Credit Card",Fortnightly,"Middle Aged",14
649,22,Male,Hoodie,Clothing,31,Michigan,M,Brown,Winter,4.1,Yes,"Store Pickup",Yes,35,"Credit Card",Weekly,"Young Adult",NULL
650,53,Male,Pants,Clothing,93,Delaware,L,Orange,Spring,4.2,Yes,"Store Pickup",Yes,33,PayPal,"Every 3 Months","Middle Aged",90
651,34,Male,Gloves,Accessories,40,Florida,M,Magenta,Spring,3.9,Yes,"Next Day Air",Yes,12,"Bank Transfer",Annually,Adult,365
652,32,Male,Hat,Accessories,32,Arkansas,L,Yellow,Summer,2.9,Yes,"Next Day Air",Yes,41,Venmo,Fortnightly,Adult,14
653,64,Male,Sunglasses,Accessories,27,Minnesota,M,Beige,Winter,3.1,Yes,"Free Shipping",Yes,27,Venmo,Weekly,Senior,NULL
654,20,Male,Scarf,Accessories,68,"North Dakota",M,Olive,Winter,3.6,Yes,"2-Day Shipping",Yes,45,Cash,Fortnightly,"Young Adult",14
655,24,Male,Handbag,Accessories,59,California,L,Gray,Summer,4.4,Yes,"2-Day Shipping",Yes,23,Venmo,Annually,"Young Adult",365
656,20,Male,Handbag,Accessories,36,Mississippi,S,Purple,Fall,3.1,Yes,"Free Shipping",Yes,19,Venmo,Monthly,"Young Adult",30
657,42,Male,Jeans,Clothing,23,Pennsylvania,M,Beige,Summer,3.9,Yes,Standard,Yes,6,PayPal,Quarterly,Adult,90
658,48,Male,Jacket,Outerwear,80,Arizona,M,White,Winter,4.3,Yes,"Free Shipping",Yes,6,PayPal,Quarterly,"Middle Aged",90
659,62,Male,Backpack,Accessories,37,Louisiana,S,White,Fall,4.9,Yes,"Store Pickup",Yes,20,Venmo,Weekly,Senior,NULL
660,62,Male,Shorts,Clothing,52,Virginia,S,Gold,Spring,3.6,Yes,"2-Day Shipping",Yes,8,Cash,Weekly,Senior,NULL
661,50,Male,Coat,Outerwear,79,Montana,M,Olive,Fall,5,Yes,"2-Day Shipping",Yes,39,"Credit Card",Quarterly,"Middle Aged",90
662,57,Male,Shirt,Clothing,68,Iowa,XL,Green,Fall,4.1,Yes,"Store Pickup",Yes,39,"Credit Card",Quarterly,"Middle Aged",90
663,24,Male,Gloves,Accessories,98,Illinois,L,Magenta,Fall,2.8,Yes,Express,Yes,39,Venmo,Bi-Weekly,"Young Adult",14
664,59,Male,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,Yes,Express,Yes,23,"Credit Card",Monthly,Senior,30
665,63,Male,Pants,Clothing,83,Colorado,M,Indigo,Winter,4.4,Yes,Express,Yes,41,PayPal,Bi-Weekly,Senior,14
666,41,Male,Pants,Clothing,55,"New Mexico",M,Peach,Spring,4.9,Yes,"2-Day Shipping",Yes,50,"Credit Card",Annually,Adult,365
667,35,Male,Hoodie,Clothing,26,Colorado,L,Turquoise,Winter,3.1,Yes,"Free Shipping",Yes,30,"Debit Card",Quarterly,Adult,90
668,34,Male,Sunglasses,Accessories,76,Arizona,S,Blue,Winter,2.6,Yes,Standard,Yes,32,"Bank Transfer",Quarterly,Adult,90
669,49,Male,T-shirt,Clothing,85,Hawaii,S,Turquoise,Fall,2.9,Yes,Express,Yes,35,"Bank Transfer",Monthly,"Middle Aged",30
670,43,Male,Jacket,Outerwear,89,Illinois,M,Gray,Spring,3.3,Yes,"Free Shipping",Yes,45,Venmo,Bi-Weekly,Adult,14
671,63,Male,Sweater,Clothing,41,Louisiana,XL,Purple,Spring,4.8,Yes,"Next Day Air",Yes,37,Cash,Bi-Weekly,Senior,14
672,38,Male,Jacket,Outerwear,30,Iowa,L,Black,Winter,4.7,Yes,Express,Yes,45,Cash,Weekly,Adult,NULL
673,59,Male,Socks,Clothing,53,Washington,M,Peach,Winter,3.3,Yes,"2-Day Shipping",Yes,29,Cash,Quarterly,Senior,90
674,35,Male,Shirt,Clothing,66,Oklahoma,M,Indigo,Spring,4.2,Yes,"Free Shipping",Yes,27,Venmo,Bi-Weekly,Adult,14
675,48,Male,Jewelry,Accessories,33,Washington,XL,Beige,Winter,4.7,Yes,"Store Pickup",Yes,36,"Bank Transfer",Annually,"Middle Aged",365
676,64,Male,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,Yes,"2-Day Shipping",Yes,9,Cash,Annually,Senior,365
677,28,Male,Pants,Clothing,60,Connecticut,M,Peach,Winter,2.9,Yes,"2-Day Shipping",Yes,38,Venmo,Bi-Weekly,"Young Adult",14
678,60,Male,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,Yes,Express,Yes,41,PayPal,Annually,Senior,365
679,27,Male,Blouse,Clothing,74,Maine,M,Teal,Fall,3.3,Yes,"Store Pickup",Yes,25,"Debit Card","Every 3 Months","Young Adult",90
680,56,Male,Sandals,Footwear,95,Michigan,M,Turquoise,Fall,3.4,Yes,Express,Yes,37,Venmo,Fortnightly,"Middle Aged",14
681,58,Male,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,Yes,Express,Yes,3,PayPal,Annually,Senior,365
682,30,Male,Shirt,Clothing,59,Louisiana,XL,Purple,Winter,3.8,Yes,"2-Day Shipping",Yes,24,"Credit Card","Every 3 Months","Young Adult",90
683,23,Male,Jacket,Outerwear,29,Missouri,M,Brown,Summer,4,Yes,Standard,Yes,49,"Credit Card",Bi-Weekly,"Young Adult",14
684,33,Male,Sandals,Footwear,36,Michigan,S,Violet,Winter,2.7,Yes,"Free Shipping",Yes,3,"Bank Transfer",Monthly,Adult,30
685,63,Male,Hat,Accessories,82,Alabama,M,Yellow,Summer,4.7,Yes,Express,Yes,42,"Debit Card",Monthly,Senior,30
686,70,Male,Blouse,Clothing,71,Massachusetts,XL,Magenta,Winter,3.5,Yes,Standard,Yes,32,Cash,Fortnightly,Senior,14
687,70,Male,Sweater,Clothing,35,Indiana,L,Beige,Fall,3,Yes,"2-Day Shipping",Yes,33,Venmo,Fortnightly,Senior,14
688,19,Male,Gloves,Accessories,38,"West Virginia",XL,Turquoise,Winter,3.3,Yes,"Free Shipping",Yes,46,"Bank Transfer",Quarterly,"Young Adult",90
689,25,Male,Scarf,Accessories,59,Michigan,S,Peach,Summer,4.7,Yes,"Store Pickup",Yes,44,Venmo,Monthly,"Young Adult",30
690,19,Male,Hoodie,Clothing,91,Pennsylvania,M,Orange,Summer,4.7,Yes,Express,Yes,35,"Credit Card","Every 3 Months","Young Adult",90
691,25,Male,Shorts,Clothing,68,Alaska,XL,Red,Spring,4.8,Yes,Standard,Yes,45,"Bank Transfer",Weekly,"Young Adult",NULL
692,60,Male,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,Yes,Standard,Yes,37,PayPal,Bi-Weekly,Senior,14
693,35,Male,Sunglasses,Accessories,95,"North Dakota",M,Cyan,Spring,4,Yes,"2-Day Shipping",Yes,40,"Debit Card","Every 3 Months",Adult,90
694,46,Male,Shorts,Clothing,52,Vermont,L,Turquoise,Spring,3.1,Yes,"Free Shipping",Yes,30,Cash,"Every 3 Months","Middle Aged",90
695,41,Male,Dress,Clothing,21,Kentucky,S,Charcoal,Fall,3.5,Yes,"2-Day Shipping",Yes,38,Venmo,"Every 3 Months",Adult,90
696,30,Male,Shorts,Clothing,67,Nevada,XL,Peach,Summer,3.7,Yes,"Next Day Air",Yes,15,"Debit Card","Every 3 Months","Young Adult",90
697,44,Male,Belt,Accessories,42,Utah,L,Green,Fall,2.8,Yes,Standard,Yes,49,Cash,Monthly,Adult,30
698,61,Male,Scarf,Accessories,63,"North Dakota",XL,Brown,Summer,4.6,Yes,"Free Shipping",Yes,40,"Debit Card",Quarterly,Senior,90
699,55,Male,Boots,Footwear,41,Iowa,M,Yellow,Winter,3.8,Yes,Standard,Yes,40,"Debit Card",Weekly,"Middle Aged",NULL
700,50,Male,Handbag,Accessories,46,Connecticut,M,Charcoal,Fall,2.6,Yes,"2-Day Shipping",Yes,5,PayPal,Weekly,"Middle Aged",NULL
701,57,Male,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,Yes,Standard,Yes,5,PayPal,Monthly,"Middle Aged",30
702,51,Male,Boots,Footwear,90,Idaho,L,Red,Fall,3.3,Yes,"Next Day Air",Yes,5,"Debit Card","Every 3 Months","Middle Aged",90
703,18,Male,Shirt,Clothing,71,Montana,M,White,Winter,3.4,Yes,"Store Pickup",Yes,1,Cash,Weekly,"Young Adult",NULL
704,63,Male,Dress,Clothing,87,Connecticut,L,Pink,Summer,3,Yes,Standard,Yes,21,Venmo,Weekly,Senior,NULL
705,34,Male,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,Yes,Express,Yes,18,PayPal,Annually,Adult,365
706,25,Male,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,4.5,Yes,"Free Shipping",Yes,49,Cash,Quarterly,"Young Adult",90
707,46,Male,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,Yes,Express,Yes,27,"Debit Card",Weekly,"Middle Aged",NULL
708,59,Male,Shirt,Clothing,38,Louisiana,L,Purple,Spring,3.7,Yes,"Next Day Air",Yes,21,Venmo,Annually,Senior,365
709,37,Male,Backpack,Accessories,50,Kentucky,L,Beige,Summer,3.4,Yes,"Store Pickup",Yes,19,Cash,Fortnightly,Adult,14
710,49,Male,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,Yes,Standard,Yes,23,"Debit Card",Monthly,"Middle Aged",30
711,22,Male,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,Yes,Standard,Yes,26,PayPal,Fortnightly,"Young Adult",14
712,64,Male,Boots,Footwear,60,"New Hampshire",M,Maroon,Spring,3.5,Yes,"2-Day Shipping",Yes,13,"Bank Transfer",Bi-Weekly,Senior,14
713,42,Male,Blouse,Clothing,81,"New Hampshire",XL,Black,Summer,3.8,Yes,"Next Day Air",Yes,36,"Bank Transfer",Quarterly,Adult,90
714,37,Male,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,Yes,Express,Yes,39,"Bank Transfer",Bi-Weekly,Adult,14
715,26,Male,Jacket,Outerwear,70,"South Dakota",M,Magenta,Fall,4.4,Yes,"Store Pickup",Yes,40,"Debit Card",Fortnightly,"Young Adult",14
716,33,Male,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,Yes,Express,Yes,37,"Debit Card",Quarterly,Adult,90
717,30,Male,Jewelry,Accessories,29,Missouri,M,Olive,Spring,3.6,Yes,Express,Yes,9,Venmo,Bi-Weekly,"Young Adult",14
718,21,Male,Socks,Clothing,90,Alaska,L,Green,Spring,4.2,Yes,Express,Yes,7,Venmo,"Every 3 Months","Young Adult",90
719,22,Male,Shirt,Clothing,22,Florida,M,Peach,Summer,4.6,Yes,Standard,Yes,25,"Bank Transfer",Annually,"Young Adult",365
720,63,Male,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,Yes,"Next Day Air",Yes,42,Venmo,Bi-Weekly,Senior,14
721,33,Male,Jewelry,Accessories,62,"New Mexico",L,Orange,Fall,3.4,Yes,"Free Shipping",Yes,19,"Debit Card",Weekly,Adult,NULL
722,43,Male,Blouse,Clothing,57,California,L,Silver,Summer,4.4,Yes,"Next Day Air",Yes,41,"Debit Card","Every 3 Months",Adult,90
723,27,Male,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,Yes,"Store Pickup",Yes,50,Cash,Bi-Weekly,"Young Adult",14
724,35,Male,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,Yes,Express,Yes,43,PayPal,Monthly,Adult,30
725,37,Male,T-shirt,Clothing,79,"New Hampshire",XL,Green,Fall,4.7,Yes,"Store Pickup",Yes,36,Venmo,"Every 3 Months",Adult,90
726,61,Male,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,Yes,Standard,Yes,33,"Debit Card",Fortnightly,Senior,14
727,32,Male,Shorts,Clothing,78,"North Dakota",L,Yellow,Summer,3.6,Yes,"Next Day Air",Yes,20,"Bank Transfer","Every 3 Months",Adult,90
728,62,Male,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Yes,"Next Day Air",Yes,37,Venmo,"Every 3 Months",Senior,90
